CO_CURSO,TP_SEXO,NT_GER,NT_FG,EST_CIVIL,COR_RACA,ENS_MED,RENDA
13405,F,36.4,45.6,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13405,M,66.3,78.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,27.3,48.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13405,F,54.6,68.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13405,M,34.8,48.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,44.2,51.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,34.1,30,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,38.9,59.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13405,F,47.6,62.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13405,M,41.4,45.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,58.3,59.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13405,F,41.1,56.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,42.5,65.4,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,61.2,58.9,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
13405,F,35,43.5,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13405,F,52.9,73.6,CASADO(A),PARDA,MAIOR PARTE ESC. PRIVADA,ATE 1.5
13405,F,24.2,25.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,40.3,53.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13405,F,39.8,50.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,47.3,59.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,59.9,55.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,41,46.5,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,53.2,59.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,65.1,49,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,38.7,45.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13405,F,30.7,44.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,58,49.2,SEPARADO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13405,M,54.5,46.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,33.8,44.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,62.7,30,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,44.6,52.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,42.7,61.1,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,45.6,53.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,37.5,52.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,55.7,63.3,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13405,M,48.4,70,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,31.5,19.7,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13405,F,31.1,48.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13405,M,70.7,67.6,CASADO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,32.1,56.4,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,55.9,56.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,41.9,41,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13405,F,36.1,45,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13405,F,40.3,53.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13405,F,34.9,50.8,SEPARADO(A),BRANCA,BRASIL E EXTERIOR,ATE 1.5
13405,F,31.8,47.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13405,F,46.3,57.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 4.5 A 6
13405,F,27.3,44.1,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
13405,M,64.1,73.8,CASADO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13405,F,54.3,44.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,35.2,45,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,48.2,67.2,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,42.5,51.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,38.7,48.4,OUTRO,PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,43.8,50.9,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,F,38,47.3,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13405,F,53.6,43.6,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,61.1,63,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13405,M,40,39.4,CASADO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,52.3,64.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13405,M,32.2,22.6,CASADO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13405,F,38.8,43.4,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13405,M,37.9,30.3,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 10 A 30
13405,M,53.8,68.8,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,M,37.4,32.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,36.6,55.9,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,24.9,26.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 3 A 4.5
13405,F,50.4,72.5,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13405,M,21.9,43.7,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,37.9,41.4,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,36.2,50.7,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13405,M,42.1,55.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13405,F,36.2,54.3,VIUVO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,M,54.9,77.8,OUTRO,BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,M,36.6,30.4,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
13407,F,46.5,46.7,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,F,45.7,54.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13407,F,27.8,39.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,M,47.1,43.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,M,51,51.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,F,51.2,60.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,26.2,40.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,M,48.3,55.6,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13407,M,61.4,55.5,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13407,F,30.9,47,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13407,F,27.2,31.2,CASADO(A),PARDA,MAIOR PARTE ESC. PRIVADA,ATE 1.5
13407,M,57.9,55.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,37.6,44.2,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 1.5 A 3
13407,F,32.4,67.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13407,F,44,60,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,34.1,30,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,F,38.7,54,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13407,F,36.8,35.1,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13407,F,47.3,45.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,F,43.4,54.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,36.8,51.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,59.7,60.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,M,71.5,64.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13407,M,51.7,59.8,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,F,50.3,57.2,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,65.1,66.2,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,M,58.6,43.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,37.8,57.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,M,39.4,50.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,F,61.1,72.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 4.5 A 6
13407,M,66.3,50.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,M,51.4,70.7,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,F,66.5,63.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13407,M,61.5,74.6,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13407,M,48,56.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13407,F,50.7,60.8,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13407,M,35.7,43.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,35.3,44.9,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13407,F,26.4,52.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13407,F,20.8,43.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13407,M,52.2,37,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 4.5 A 6
13410,M,56,57.6,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,M,52,53.7,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13410,F,53,64.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 3 A 4.5
13410,M,53,91.8,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,58.7,48.3,CASADO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13410,F,65,74.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13410,F,32.5,41.1,CASADO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13410,F,49.5,42.2,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,65.8,85.2,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,38.7,62.1,CASADO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13410,F,44.8,42.8,SEPARADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,67,60.5,SEPARADO(A),PRETA,ESCOLA PÚBLICA,DE 3 A 4.5
13410,F,54.9,85,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,65.2,86.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,42.6,42.7,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 4.5 A 6
13410,F,56.2,62.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,58.5,71.6,CASADO(A),PRETA,MAIOR PARTE ESC. PRIVADA,ATE 1.5
13410,F,46.2,58.3,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13410,F,58.5,64.5,SOLTEIRO(A),PARDA,MAIOR PARTE ESC. PRIVADA,ATE 1.5
13410,F,36.2,25.7,SEPARADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,50.2,52,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,74.5,79.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,47,54.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 4.5 A 6
13410,F,48.3,69.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,69.6,88.6,CASADO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13410,F,59.9,67.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,58.4,64.5,CASADO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13410,F,46.8,82.8,CASADO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13410,F,29.3,54.1,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,46,56.3,CASADO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13410,F,35.6,52.5,OUTRO,PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,66.8,68,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,66,56.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13410,F,51.4,44.9,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,65,73.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,65.7,60.7,CASADO(A),BRANCA,BRASIL E EXTERIOR,DE 3 A 4.5
13410,F,58.5,53.9,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 3 A 4.5
13410,F,48.3,46.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,M,45,59,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,44.9,63.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,M,45.3,48.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,43.9,56.3,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,ATE 1.5
13410,F,30.6,36.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,62.6,68.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,46.3,42.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,52.1,38.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,46.5,54.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,59.8,46.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,49.5,60.9,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,ATE 1.5
13410,F,23.4,17.2,SOLTEIRO(A),PRETA,BRASIL E EXTERIOR,ATE 1.5
13410,F,54,50.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,29.5,36.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,59.7,56.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,M,48.2,70.6,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,54.8,61.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,29.5,35.6,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,50.2,58.1,CASADO(A),PARDA,BRASIL E EXTERIOR,DE 3 A 4.5
13410,F,57.5,66.6,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,70,70.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,48.9,60.7,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,65.7,60.7,CASADO(A),PARDA,BRASIL E EXTERIOR,DE 10 A 30
13410,F,35.2,41.1,VIUVO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,44.3,30.4,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,69.6,85,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,39.9,46,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,33.4,44.6,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,40,17.2,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,45.6,35.6,SEPARADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,30.4,42.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,40.9,44.7,CASADO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,49.6,42.8,OUTRO,NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,46.7,31.2,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,32.6,47.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13410,F,22.6,17.2,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13410,F,48.9,55.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13410,M,62.6,57.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,53.3,59.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,39.8,67.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,34,52.4,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,53,66.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,47.3,38,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,58.4,44.4,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13410,F,59.2,86.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,37,53.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13410,F,61,57.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13410,F,41.9,50.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,58.6,61.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13410,F,40.3,52.1,OUTRO,BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13436,F,39.6,29.6,CASADO(A),BRANCA,MAIOR PARTE ESC. PRIVADA,DE 1.5 A 3
13436,F,58.9,59.6,SEPARADO(A),INDÍGENA,ESCOLA PÚBLICA,ATE 1.5
13436,M,38.2,48.1,NA,NA,ESCOLA PÚBLICA,NA
13436,F,55.2,37.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13436,M,55,59.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13436,F,71.3,64,OUTRO,PRETA,ESCOLA PÚBLICA,DE 3 A 4.5
13436,M,57.7,60.8,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,ATE 1.5
13436,F,73.4,72.3,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13436,M,59.6,67.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13436,M,52.4,52.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13436,M,70,76.8,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 3 A 4.5
13436,M,57.5,59.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13436,F,46.8,43,OUTRO,BRANCA,ESCOLA PÚBLICA,ATE 1.5
13436,F,44.5,59.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13436,M,65.7,70.6,SOLTEIRO(A),PRETA,BRASIL E EXTERIOR,DE 3 A 4.5
13436,F,65,61.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13436,F,57.8,50.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13436,M,52.4,42.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13436,M,51.6,54.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13438,M,60.7,62.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13438,M,63.5,69.1,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 10 A 30
13438,F,45.5,75.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13438,F,46,57.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,F,44.3,65.1,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 10 A 30
13438,F,21.4,30,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,59.2,87.3,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13438,M,38,59.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,39.4,72.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,37.4,53.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,67,87.3,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,49.3,82.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,36.8,53.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13438,M,49.5,69.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13438,M,46.1,49.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,40.8,47,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,59.6,84.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,F,42.9,83.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,40,74.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13438,F,57.2,73.2,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 1.5 A 3
13438,F,40.2,44.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,43.6,66.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,M,46.3,78.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,57.2,45,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 6 A 10
13438,F,55.2,70.3,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 10 A 30
13438,M,61.8,44.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,59.5,59.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,41.9,59.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13438,M,33.1,53.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13438,F,37.3,44.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,47.3,81.6,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 6 A 10
13438,M,34.3,45.8,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,42.9,68.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13438,M,28.8,52.7,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 10 A 30
13438,M,53.4,68.6,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 3 A 4.5
13438,F,41.8,63.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13438,M,58.4,57.6,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 4.5 A 6
13438,M,38.6,73.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13438,F,37.8,68.5,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 4.5 A 6
13438,M,71.4,87.3,CASADO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13438,M,26.9,35.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13438,M,68.8,81.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13438,M,48.3,67.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13438,M,56.6,52.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13438,M,25.3,78,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13438,F,53.2,77.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13438,M,56.1,42.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13438,M,42,60.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
