CO_CURSO,TP_SEXO,NT_GER,NT_FG,EST_CIVIL,COR_RACA,ENS_MED,RENDA
13441,M,33.5,67.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,43.9,69.2,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 4.5 A 6
13441,M,60.6,86.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,F,36,59.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13441,F,49,79.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13441,M,38.1,69,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13441,M,59.1,78.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13441,F,44,75.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,44.5,60.2,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,46.9,48.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13442,M,48.8,16.2,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,40.1,33,CASADO(A),PRETA,ESCOLA PRIVADA,DE 3 A 4.5
13442,M,42.1,74.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,50.4,65.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13442,M,64.5,76.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13442,M,57.3,53.6,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,32.6,36.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13442,M,56.6,52.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,60.6,78.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13442,M,64.2,87.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13442,M,59.2,71.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,34.9,35.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,43.8,47.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13442,M,39,66.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,74.7,33.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ACIMA DE 30
13442,M,41.4,15,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13442,M,46.9,55.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,56.4,73.2,OUTRO,BRANCA,ESCOLA PRIVADA,ATE 1.5
13442,M,37.8,63.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13442,M,50.5,85.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,67.6,75.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,59.1,64.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13442,M,36.3,64.1,SOLTEIRO(A),PRETA,BRASIL E EXTERIOR,DE 3 A 4.5
13442,M,53.9,45.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 6 A 10
13442,M,45.9,40.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,69.1,84.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13442,M,62.8,22.5,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 10 A 30
13442,M,36.5,51.4,CASADO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13442,M,59.9,52.2,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,41.9,61.3,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 3 A 4.5
13442,M,41.4,22.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13442,F,61.7,82.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13442,M,34.9,48.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,62.3,53.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 4.5 A 6
13442,F,45.9,64.3,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,43.8,70.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13442,M,67.7,52.5,CASADO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,68.1,80.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,53.6,22.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13442,M,51.1,43.4,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 6 A 10
13442,M,78.1,74.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,34.7,57.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,67,76,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 4.5 A 6
13442,M,43.9,37.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13442,M,49.1,48,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,F,42.8,66.6,CASADO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,71.2,83.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,18.8,52.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,F,48.5,38.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13442,M,31.7,22.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13442,F,48.7,46.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,60.1,57.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,M,49.5,59,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13442,M,23.1,32.3,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13442,F,63.7,77.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13444,F,44.4,37.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13444,M,63.2,84.1,CASADO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13444,M,58.7,74.4,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13444,M,48.9,73.1,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13444,F,36.9,38.1,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,ATE 1.5
13444,F,60.2,86.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13444,M,49.4,94.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13444,M,69.1,82.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13444,M,62.2,72.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13444,F,41.5,54.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13444,M,36.4,60.2,SOLTEIRO(A),BRANCA,MAIOR PARTE ESC. PRIVADA,DE 1.5 A 3
13444,M,40.7,59.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13444,M,43.2,50.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13444,M,41.3,38.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13444,M,57.3,74.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13444,M,46,46.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13444,F,41.6,53.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13444,M,42.1,66.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13444,F,38.8,74.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13444,M,43.9,65.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13444,M,30.7,30,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13445,F,38.3,58.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13445,F,52,73,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 1.5 A 3
13445,F,39.8,47.6,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13445,M,56.9,62.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ACIMA DE 30
13445,F,52,74,CASADO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13445,M,30.4,66.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13445,M,51.8,55.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13445,M,36.8,58.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13445,F,36.5,58.4,CASADO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13445,M,45.9,67.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13445,F,46.8,55.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13445,F,34.1,72.3,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 4.5 A 6
13445,F,40.7,51.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13445,M,45.2,70.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13445,F,49.2,64.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13445,F,43.8,76.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13445,F,42,69.4,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13445,F,36.4,59.6,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,DE 10 A 30
13445,M,31.1,54.4,SOLTEIRO(A),NAO DECLARADO,BRASIL E EXTERIOR,ATE 1.5
13445,F,45.5,72.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13445,F,35.2,42.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13445,M,46.6,64.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13445,F,46.9,54.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13445,M,44.1,67.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13445,F,41.4,46.2,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13445,F,32.7,61.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13445,F,34.8,66.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13445,F,48.4,78.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13445,M,54.4,77.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13445,M,36.5,55.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13445,F,38.3,57.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13445,F,44.7,67.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13445,M,47.5,64.1,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 4.5 A 6
13446,M,57.4,66.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13446,M,35.7,58,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 1.5 A 3
13446,M,29.5,22.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13446,M,44,39.7,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13446,M,61.4,80.1,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 4.5 A 6
13446,F,59.9,75.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13446,F,55,77.8,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13446,M,47.9,24.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13446,M,36.3,41.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,62.5,52,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13446,M,52.4,48.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13446,M,37.5,22.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,61.3,53,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 6 A 10
13446,M,71,56,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13446,M,49.6,53.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13446,M,39.2,66.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13446,F,68.4,82.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13446,M,43,57.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13446,F,77,76.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 6 A 10
13446,M,69,76,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13446,M,80.8,82.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13446,F,37.2,40.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13446,F,60.6,71.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13446,F,49,51.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13446,M,46.3,57.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13446,M,55,54.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13446,M,43.1,45,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13446,M,59.3,66.8,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13446,M,70.7,85,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 10 A 30
13446,M,42.3,52.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13446,F,48.6,45.3,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13446,M,57.8,73.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13446,M,46.1,60.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13446,M,43.8,19.7,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,59.3,56.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,F,54.3,71.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13446,F,51.1,60.2,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 1.5 A 3
13446,M,50.7,65.6,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 3 A 4.5
13446,M,55.9,73.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,45.1,56.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13446,F,50.3,71.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13446,F,49.6,58.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13446,F,41.7,49.9,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13446,M,37.4,22.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,F,41.8,50.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13446,M,74.6,87.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13446,M,56.3,50.1,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13446,M,42.3,60.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,52.1,45,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13446,F,37.5,47.6,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13446,M,73.3,70.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 6 A 10
13446,M,51.7,54.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,73.5,83.3,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,53.1,77,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,50.4,52.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13446,M,42.4,30.3,CASADO(A),PRETA,ESCOLA PRIVADA,DE 4.5 A 6
13446,M,66.8,69.9,CASADO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13446,M,49.9,76.7,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13446,M,58,69.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 6 A 10
13446,M,58.8,78.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13446,M,79,65.9,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13446,M,43.8,43,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13446,M,88.6,97,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 10 A 30
13446,M,59.1,48.6,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 4.5 A 6
13446,F,47.4,59.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13446,M,63.1,59.9,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13446,M,76.8,62.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13448,F,51,49.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13448,F,39.8,30,OUTRO,PARDA,ESCOLA PÚBLICA,DE 3 A 4.5
13448,M,30.5,55.2,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 3 A 4.5
13448,M,45.5,54.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13448,F,33.8,15,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13448,M,16.6,33.2,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13448,F,42.1,51,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13448,M,69.1,37.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,ATE 1.5
13448,M,54.6,42.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13448,M,59.3,70.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13448,M,58.5,66.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13448,M,66.8,77,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13448,M,46.7,44.6,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13448,M,47.1,31.9,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13448,M,54.8,57,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 3 A 4.5
13448,F,30.4,45,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13448,F,50.1,53.5,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13448,M,44.3,45,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13449,M,64.7,60.8,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13449,F,41.3,51.3,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 3 A 4.5
13449,M,21.4,21.8,CASADO(A),INDÍGENA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,F,47.8,77,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,F,62.9,86.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,39.1,59.6,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,48.1,70.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,73.4,66.1,CASADO(A),AMARELA,ESCOLA PRIVADA,ATE 1.5
13449,F,59.2,64,CASADO(A),BRANCA,BRASIL E EXTERIOR,DE 1.5 A 3
13449,M,30,51.7,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13449,F,53,51,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 6 A 10
13449,F,46.9,73.1,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13449,F,35.3,45.3,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,F,48.9,60,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,F,69.3,70.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,49.3,57.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 6 A 10
13449,F,44.2,48.7,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,ATE 1.5
13449,M,37.9,43.7,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,65.3,51,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,75,67,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,23.6,27,CASADO(A),BRANCA,MAIOR PARTE ESC. PRIVADA,DE 3 A 4.5
13449,M,52.6,61.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,57.2,54.5,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 3 A 4.5
13449,M,64,71.4,SOLTEIRO(A),AMARELA,ESCOLA PRIVADA,DE 1.5 A 3
13449,F,51.6,63.6,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13449,F,37.3,61.2,CASADO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,F,65.5,89.6,CASADO(A),BRANCA,BRASIL E EXTERIOR,ATE 1.5
13449,F,29.9,22.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,67.6,74,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 3 A 4.5
13449,M,47.1,52.8,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13449,F,54.2,30,SOLTEIRO(A),PRETA,ESCOLA PRIVADA,DE 1.5 A 3
13449,M,33,50.6,CASADO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13449,M,65.2,61.6,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13449,F,27.7,68.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13449,F,15.3,15,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13449,M,41.4,40,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,31.6,46,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13449,M,55.4,50.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 3 A 4.5
13449,F,30.3,39.2,SOLTEIRO(A),PRETA,ESCOLA PÚBLICA,ATE 1.5
13449,F,49.5,62.4,SOLTEIRO(A),BRANCA,BRASIL E EXTERIOR,DE 3 A 4.5
13449,F,45.6,52.1,SOLTEIRO(A),NAO DECLARADO,ESCOLA PRIVADA,DE 3 A 4.5
13449,F,39.5,65.5,SOLTEIRO(A),PARDA,BRASIL E EXTERIOR,ATE 1.5
13449,F,41.9,29.2,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,49.2,71.5,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,F,34.9,60.8,CASADO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,47.9,58.4,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,56.4,66.3,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13449,F,40,61.3,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,45.3,41.1,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13449,F,54.7,43.1,SOLTEIRO(A),NAO DECLARADO,ESCOLA PÚBLICA,ATE 1.5
13449,M,51.2,62.2,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13449,F,42.2,55.8,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,F,57.9,66.3,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13449,F,51.4,49.2,SOLTEIRO(A),AMARELA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,M,62.5,72.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,DE 1.5 A 3
13449,F,48.6,55.4,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 1.5 A 3
13449,M,62.8,59.4,SOLTEIRO(A),BRANCA,ESCOLA PÚBLICA,ATE 1.5
13449,F,42.6,61.9,SOLTEIRO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
13449,M,59.2,39.8,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 3 A 4.5
13449,F,58.7,76.2,SOLTEIRO(A),PARDA,ESCOLA PRIVADA,DE 1.5 A 3
13449,M,66.2,67.5,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 10 A 30
13449,M,80.8,86.9,SOLTEIRO(A),BRANCA,ESCOLA PRIVADA,DE 4.5 A 6
13449,M,47,38.7,CASADO(A),PARDA,ESCOLA PÚBLICA,ATE 1.5
